Название,Продукт,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Омская область,"Учебник, учебное пособие, дидактический материал для общеобразовательной школы, шт.",,,"47,61","61,28","71,82","86,7",110,"121,59","138,6","151,54","173,42","198,64","233,77","248,96","253,32","272,79","285,65","300,39","273,26","337,17","356,61","364,77","402,47"
Омская область,"Велосипед дорожный для взрослых, шт.",,,"2144,11","2031,73","2193,74","2236,64","2588,27","3089,26","3121,5","4037,42","4366,86","4860,17","5052,66","5966,33","6344,3","8173,88","8913,47","8751,1","8359,78","8318,13","9324,61","13213,93","15388,44"
Омская область,"Велосипед для дошкольников, шт.",,,"1258,87","1424,75","1336,62","1382,61","1455,66","1537,44","1639,57","1941,4","2226,42","2526,7","2697,46","2778,41","3014,48","4231,52","4623,29","4229,63","4336,65","4313,91","4526,61","5479,9","6164,31"
Омская область,"Мотоцикл без коляски, скутер, шт.",,,,,,,,,,,"30609,5","31724,06","32984,45","34891,17","36309,08","41196,21","43453,05","45352,89",47473,"49143,03","56357,8","61823,83","79265,29"
Омская область,"Телевизор, шт.",,,"7383,88","6971,48","6765,43","6353,4","6471,34","6629,93","9930,21","11225,07","14393,23","14164,4","14859,91","16264,82","19394,99","21538,44","21649,84","21850,52","22814,01","29438,45","31373,68","41280,1","42700,78"
Омская область,"Видеомагнитофон, шт.",,,"4263,45","3847,17","3340,23","2854,09",,,,,,,,,,,,,,,,,
Омская область,"CD-диск с записью, шт.",,,,"83,54","80,68","83,94","85,82","102,93","103,95","114,17","119,92",,,,,,,,,,,,
Омская область,"Проигрыватель мультимедиа, шт.",,,,,,,"2437,67","2244,64","2171,13","2315,2","2253,53","1978,64","2055,31","2038,28","2042,78","2502,6",,,,,,,
Омская область,"DVD-диск с записью, шт.",,,,,,,"108,08","110,53","114,87","119,77","122,99","119,51","118,11","116,62","114,19","111,13","110,06",,,,,,
Омская область,"Флеш-накопитель USB, шт.",,,,,,,,,,,,"335,55","321,23","369,84","445,64","547,93","575,89","616,05","580,95","477,85","517,68","508,97","592,4"
Омская область,"Монитор для настольного компьютера, шт.",,,"7474,58","7004,49","6343,63","7157,4","7105,26","6711,34","6856,58","6384,99","6137,34",5279,"5145,41","5148,59","6968,33","7910,75","7502,07","6940,67","7252,55","6873,78","8357,7","11758,97","12536,52"
Омская область,"Компьютер персональный переносной (ноутбук), шт.",,,,,,,,,"25665,34","23318,83","22583,47","20730,19","20267,53","20078,56","19645,14","20553,32","21504,99","20258,02","20792,23","21734,09","34934,69","34139,14","34609,18"
Омская область,"Компьютер планшетный, шт.",,,,,,,,,,,,,,"8154,71","8021,95","7801,28","8378,92","7643,24","7107,78","9448,99","9949,3","11326,8","11644,07"
Омская область,"Моноблок, шт.",,,,,,,,,,,,,,,,,,,,"33253,93","36902,65","40406,69","45833,72"
Омская область,"Телефонный аппарат сотовой связи в комплекте, шт.",,,"3198,26","2931,84","2658,88","3181,95","3259,05","3188,6","3269,17","3560,81","3498,41","3610,9","3558,99","3589,09","3473,24","3696,27","3940,56","4038,59","3910,52","3763,89",,,
Омская область,"Телефонный аппарат отечественный, шт.",,,,"421,85","410,29","424,8","433,69","481,67",,,,,,,,,,,,,,,
Омская область,"Телефонный аппарат стационарный, шт.",,,,,,,,,"498,57","525,88","530,44","526,47","584,13","618,53","789,18","1021,09","1099,89","1209,67","1214,1","1238,28","1496,12",1630,"2300,05"
Омская область,"Смартфон, шт.",,,,,,,,,,,,,,"6115,11","6739,11","6072,38","5799,39","6036,36","6252,4","7273,14","7834,22","9405,12","11187,98"
Омская область,"Игрушки пластмассовые для детей ясельного возраста, шт.",,,"34,48","41,2","51,19",55,"56,51","73,84","85,22","99,33","103,33","106,92","108,01","110,49","120,52","134,52","147,86","160,44","160,57","194,75","216,26","237,86","273,53"
Омская область,"Игрушки мягкие, шт.",,,"112,96","138,32","141,98","151,06","157,76","179,7","198,34","216,04","227,83","239,7","254,07","272,74","275,67","318,89","352,76","387,89","417,87","437,08","449,16","477,42","481,72"
Омская область,"Конструктор детский пластмассовый, набор",,,,,,,,,"280,47","280,12","287,26","293,98","297,49","315,76","345,29","415,43","467,97",484,"465,46","482,57","553,14","608,9","727,55"
Омская область,"Фотоаппарат, шт.",,,"1102,51","1104,19","1090,88","1406,89","1362,69","2994,31","3866,75","4167,06","3575,18","3631,79","3722,07","3988,14","3946,78","4692,81","5422,39","6063,25","5399,64","5689,76","8385,18","12554,21","18927,28"
Омская область,"Мяч футбольный, шт.",,,397,"446,25","454,9","464,94","468,73","537,57","600,84","626,58","616,46","631,38","644,31","635,4","640,65","678,9","681,2","703,45","701,22","632,16","683,04","697,52","786,85"
Омская область,"Коньки роликовые, пара",,,"834,16","893,28",941,"1002,76","1081,11","1231,18","1425,71","1425,71","1450,74","1487,31","1511,31","1512,59","1581,33","1946,17","1987,69","2102,06","2184,57","2135,78","1951,44","2295,77",
Омская область,"Плиты древесностружечные, ориентированно-стружечные, м2",,,"71,7","85,83","86,98","98,76","103,45","115,04","122,34","103,23","118,3","147,42","163,54","177,16","172,09","162,45","167,94","194,51","228,29","232,83","294,47","445,32","355,56"
Омская область,"Цемент тарированный, 50 кг",,,"74,72","73,48","83,72","101,83","172,13","316,05","316,11","199,36","188,88","245,03","252,37","257,15","240,08","233,67","238,73","236,76","283,47","313,22","331,25","361,61","428,74"
Омская область,"Шифер, 10 м2",,,"401,4","442,35",468,"561,12","654,74","831,98","925,41","906,62","940,28","963,03","1005,64","1040,28","1132,75","1187,91",,,,,,,
Омская область,"Линолеум, м2",,,"110,61","119,24","126,47","132,97","152,25","178,16","207,14","233,21","232,39","257,94","265,72","298,91","314,56","387,25","398,01","421,05","401,59","378,93","428,98","500,81","599,13"
Омская область,"Обои бумажные, 10 м",,,"57,06","63,81","65,23","67,72","69,81","72,61","79,6","88,93","91,52","92,61","96,49","106,58","120,65","131,09","155,63","164,35","157,62","171,77","188,93","196,03",
Омская область,"Краски масляные, эмали, кг",,,"49,44","59,93","57,61","62,63","64,11","70,09","79,56","89,2","91,65","93,83","101,35","107,42","115,17","120,44","124,77","135,98","168,64","180,3","206,85","268,36","328,44"
Омская область,"Пиломатериалы необрезные хвойных пород, м3",,,"1401,13","1547,77","1614,91",1823,"2239,61","2708,64",,,,,,,,,,,,,,,
Омская область,"Доска обрезная, м3",,,"2606,37","2621,41","2729,92","2883,77","3521,33","4788,24","5453,6","4813,7","5235,27","6811,58","6481,68","6323,88","6597,39","6603,44","6598,73","7854,73","8279,51","8392,89","9390,02","13681,49","13483,29"
Омская область,"Стекло оконное листовое, м2",,,"132,78","150,73","171,65","180,23","257,96","263,66","295,29","315,58","323,8","360,76","391,39","389,64","385,19","406,61","463,41","524,16","589,14","586,59","584,54","914,96","800,41"
Омская область,"Кирпич красный, 1000 шт.",,,"2582,94","2731,54","2775,37","3975,31","4624,79","5849,86","5905,87","4537,89","4683,18","6702,54","8536,17","9652,88","9474,47","9648,24","8932,95","8505,88","9130,81","10495,94","12233,54","18989,52","20229,01"
Омская область,"Рубероид, 10 м",,,"110,32","107,58","113,72","142,33","166,03","175,04","195,18","186,26","206,94","238,2","246,95","252,94","242,77","259,44","256,05","252,65","285,49","290,13","297,16","375,22","413,66"
Омская область,"Мойка из нержавеющей стали для кухни, шт.",,,,"727,45","741,49","749,35","776,25","876,84","920,85","998,28","1058,88","1125,3","1198,62","1198,39","1339,41","1607,96","1765,48","1961,05","2026,85","1962,82","2148,27","2187,89","2423,61"
Омская область,"Обои виниловые, 10 м",,,,,,,"202,07","207,76","220,2","250,06","261,35","268,84","271,38","298,18","340,35","356,46","412,77","414,97","437,25","447,11","508,2","567,57","1345,24"
Омская область,"Плитка керамическая, облицовочная для внутренних работ, м2",,,,,,,"203,73","215,19","246,89","266,44","286,99","332,85","343,02","357,53","392,59","418,4","441,04","454,11","485,52","502,97","490,93","500,78","620,07"
Омская область,"Металлочерепица, м2",,,,,,,,,,,,"238,33","231,93","233,56","272,51","286,15","313,18","343,12","360,53","381,13","431,84","579,5","516,02"
Омская область,"Ламинат, м2",,,,,,,,,,,,,,"343,26","503,55","525,96","571,15","583,44","593,63","604,22","591,55","664,49","684,84"
Омская область,"Еврошифер, 10м2",,,,,,,,,,,,,,,,,"2415,38","2531,56","2708,73","2894,03","3304,51","4096,5","4680,42"
Омская область,"Кольцо обручальное золотое, грамм",,,"456,66","459,39","491,14","494,96","669,55","773,58","925,91","1114,72","1442,73","1792,43","1913,85","1962,01","2408,5","2871,42","3266,7","3280,84","3372,43","3576,04","5209,81","5188,64","5908,62"
Омская область,"Порошкообразные чистящие средства, кг",,,,"32,05","40,84","44,37","47,28","50,32",,,,,,,,,,,,,,,
Омская область,"Легковой автомобиль импортный подержанный, шт.",,,"341625,57","262085,39","279555,96","286807,84","310331,19","318808,18","356203,82","376487,58","429058,85","450382,28","477235,4","498770,9","552093,77","561002,52","605682,88","628668,31","639951,39","626483,3","659800,5","948879,38","1016088,75"
Омская область,"Легковой автомобиль отечественный новый, шт.",,,"140597,4","153166,77","178977,08","185039,01","201504,98","204963,81","222512,59","244151,88","253703,66","276222,19","292617,74","320125,49","369025,78","426982,57","464649,86","482283,86","509494,71","530913,08","578614,99","706419,57","873800,33"
Омская область,"Шины для легкового автомобиля, шт.",,,,"699,04","690,2","812,86","909,19","1064,26","1190,29","1248,55","1286,53","1653,76","1836,12","1795,79","1726,31","1922,31","1944,87","2093,76","2257,38","2460,39","2699,9","3029,18","4055,13"
Омская область,"Легковой автомобиль импортный новый, шт.",,,,"367095,32","419299,4","433744,15","477291,56","472100,63","484517,21","530176,88","567083,39","582018,28","598739,34","601887,74","726639,26","906720,37","993308,92",,,,,,
Омская область,"Легковой автомобиль иностранной марки, собранный  на автомобильном заводе на территории России, шт.",,,,,,,"320916,97","384421,14","399255,24","420128,04","466746,38","497280,89","514025,15","524996,91","646737,81","640351,47","716382,34",,,,,,
