Название,Продукт,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Приморский край,"Тетрадь школьная, шт.",,,"2,27","2,33","2,41","2,37","2,51","3,11","3,34","4,63","5,01","5,77","5,85","5,94","6,31","7,44","8,02","8,16","8,44","8,74","8,91","9,18","12,69"
Приморский край,"Бумага туалетная, рулон",,,"5,63","5,76","6,21","6,99","6,9","7,67","9,43","11,3","12,53","13,72","14,42","14,56","16,36","18,42","19,23","19,12","20,73","21,57","23,69","26,79","35,08"
Приморский край,"Прокладки женские гигиенические ежедневные, 10 шт.",,,,,,,"19,1","19,8","19,85","22,11","23,01","25,75","25,75","26,13","29,82","36,76","37,93","38,56","40,47","42,89",,,
Приморский край,"Подгузники детские бумажные, 10 шт.",,,,,,,"78,81","82,23","94,44","101,66","101,07","109,24","109,36","114,27","127,81","162,04","166,66","163,14","167,01","181,24","189,69","201,94","237,63"
Приморский край,"Альбом для рисования, шт.",,,"23,77","24,92","27,1","28,44","32,02","40,18","46,09","50,57","56,75","55,19","58,86",64,"69,39","77,67","81,34","83,74","82,03","82,98","89,72","93,61","119,61"
Приморский край,"Карандаш чернографитный, шт.",,,"2,77","2,94","2,96","3,04","3,24","4,54","6,25",9,"10,21","8,54","8,7","9,84","9,61","12,31","14,13","14,13","13,89","15,24","17,21","18,28","21,47"
Приморский край,"Набор фломастеров, набор",,,"30,32","27,59","30,34","31,71","32,33","35,8","41,03","62,02","71,08","60,67","69,48","77,68","71,89","106,74","114,91","123,77","117,68","123,51","131,19","136,84","197,2"
Приморский край,"Авторучка шариковая, шт.",,,"6,4","5,74","5,99","5,29","5,3","5,43","6,13","7,53","7,89","7,89","8,21","8,73","10,06","13,18","15,5","16,3","16,98","17,84","19,63","21,43","30,81"
Приморский край,"Ежедневная газета в розницу, шт.",,,"4,15","4,43","6,14","6,73","6,93","7,45","8,26","9,52","9,69","12,91","12,91","12,01","14,53","17,47","15,35","15,33","18,34","20,35","20,53",,
Приморский край,"Еженедельная газeта в розницу, шт.",,,"7,76","8,34","9,76","10,83","11,42","11,92","13,56","15,04","16,46","19,27","19,97","20,81","22,22","25,7","26,21","27,24","29,13","31,49","32,07",,
Приморский край,"Книга детективно-приключенческого жанра, шт.",,,"56,32","64,64","80,76","94,72","118,12","172,25","188,21","241,83","311,1","294,35","312,95","312,95","288,42","311,06","316,84","332,8",345,"346,83","347,01","374,72",
Приморский край,"Учебник, учебное пособие, дидактический материал для общеобразовательной школы, шт.",,,"64,04","72,99","86,45","90,51","114,71","129,17","153,73","219,87","228,59","223,38","243,84","270,9","313,54","337,45","335,45","349,34","378,67","384,55","401,72","426,95","499,49"
Приморский край,"Велосипед дорожный для взрослых, шт.",,,"2637,14","2803,19","2875,63","3369,87","4205,32","4106,26","4266,07","6518,52","6942,13","7160,76","7427,88","7423,72","7767,11","10058,4","10687,63","10590,42","9821,63","9992,88","10672,38","13698,68","17774,12"
Приморский край,"Велосипед для дошкольников, шт.",,,"1177,13","1235,24","1168,26","1163,5","1630,91","2315,08","2396,07","3704,64","4101,14","4353,25","4545,82","4487,22","4293,16","5295,52","6169,38","6103,11","5585,14","5444,43","5750,87","6365,62","8099,72"
Приморский край,"Мотоцикл без коляски, скутер, шт.",,,,,,,,,,"32588,39","33840,17","35177,15","39181,53","43999,42","49094,74","52770,21","58541,8","60145,97","62148,79","67215,07","81405,89","88947,06","107438,48"
Приморский край,"Телевизор, шт.",,,"9023,36","8636,21","7552,7","8594,08","8867,8","9343,95","10799,74","14927,91","16106,93","18185,32","18220,81","18108,09","23376,92","26049,71","26546,01","25722,85","25561,05","27431,2","26579,74","31833,08","34962,01"
Приморский край,"Видеомагнитофон, шт.",,,"6338,4","4830,67","4683,41","4000,99","3328,29","3165,29",,,,,,,,,,,,,,,
Приморский край,"CD-диск с записью, шт.",,,,"114,06","121,1","130,35","131,83","135,99","126,64","136,49","133,99",,,,,,,,,,,,
Приморский край,"Проигрыватель мультимедиа, шт.",,,,,,,"3435,92","2506,13","2836,79","2962,02","2560,76","2327,68","2428,43","2470,14","2760,51","3120,12",,,,,,,
Приморский край,"DVD-диск с записью, шт.",,,,,,,"197,35","205,3","193,05","202,64","211,58","225,47","232,26","219,69","209,39","178,64","175,96",,,,,,
Приморский край,"Флеш-накопитель USB, шт.",,,,,,,,,,,,"512,21","548,3","603,14","733,99","777,58","765,01","794,93","749,65","673,7","668,97","579,64","636,97"
Приморский край,"Монитор для настольного компьютера, шт.",,,"7360,34","6069,13","5907,98","7229,07","7780,15","7630,44","7359,75","7355,32","7205,71","6266,2","6211,61","6445,51","8116,18","10615,88","10707,44","9894,93","9597,52","9189,52","9623,33","12027,75","13405,46"
Приморский край,"Компьютер персональный переносной (ноутбук), шт.",,,,,,,,,"28095,88","27219,41","26907,01","25517,64","25604,46","24568,42","27274,4","30189,04","29947,54","29387,06","29711,5","29365,21","35178,18","35798,32","33686,21"
Приморский край,"Компьютер планшетный, шт.",,,,,,,,,,,,,,"12641,67","15277,92","17100,2","18508,72","17742,46","16843,31","14690,62","14605,87","15206,21","15422,81"
Приморский край,"Моноблок, шт.",,,,,,,,,,,,,,,,,,,,"40093,75","40215,4","42466,6","50352,68"
Приморский край,"Телефонный аппарат сотовой связи в комплекте, шт.",,,"4539,42","3538,08","3237,11","3838,59","4339,74","4119,91","4227,34","4977,42","4826,29","4835,64","4943,28","4995,66","4103,51","3904,66","3638,09","3300,61","2945,41","2794,32",,,
Приморский край,"Телефонный аппарат отечественный, шт.",,,,"441,07","400,77","393,02","400,9","483,66",,,,,,,,,,,,,,,
Приморский край,"Телефонный аппарат стационарный, шт.",,,,,,,,,"466,16","571,27","536,64","492,97","517,87","597,6","835,58","1040,67","1309,52","1278,34","1233,33","1301,95","1459,85","1685,97","2323,47"
Приморский край,"Смартфон, шт.",,,,,,,,,,,,,,"10125,54","11563,53","12636,42","12398,86","10976,74","10004,12","9578,71","9783,79","11995,86","12231,76"
Приморский край,"Игрушки пластмассовые для детей ясельного возраста, шт.",,,"51,48","54,44","52,05","49,32","54,78","62,91","81,51","119,27","135,8","141,99","146,8","163,48","198,11","217,93","244,68","262,89","263,97","273,34","307,12","330,98","404,86"
Приморский край,"Игрушки мягкие, шт.",,,"151,67","165,84","166,54","176,59","191,09","220,51","225,2","234,99","255,19","276,47","296,74","362,85","394,67","491,78","531,6","556,04","547,22","518,35","537,23","596,78","686,36"
Приморский край,"Конструктор детский пластмассовый, набор",,,,,,,,,"313,56","410,81","435,37",425,"431,58","453,57","596,05","670,36","733,46","782,1","763,99","791,05","840,5","853,16","910,48"
Приморский край,"Фотоаппарат, шт.",,,"1731,07","1371,52","1330,86","1384,19","1640,52","1716,34","2712,36","3961,4","3654,72","3912,69","4080,07","4800,29","5730,96","6750,26","7735,05","7870,5",7737,"7791,68","8769,31","12095,49","12536,43"
Приморский край,"Мяч футбольный, шт.",,,"319,96","419,83","551,13","566,19","522,89","488,2",523,"556,67","521,48","622,21","586,61","594,54","566,32","599,7","721,2","698,7","693,75","713,64","756,24","769,55","846,82"
Приморский край,"Коньки роликовые, пара",,,"1339,86","1342,96","1285,62","1336,45","1650,88","1745,97",1758,"1843,34","1934,48","1903,77","1896,86","2020,26","1907,51","2420,76","2883,6","2807,69","2756,54","2735,51","2983,99","2852,79",
Приморский край,"Плиты древесностружечные, ориентированно-стружечные, м2",,,"101,43","117,7","127,26","136,69","153,41","150,7","195,55","218,33","242,27","264,2","278,24","313,33","351,92","381,08","404,03","367,93","400,88","412,43","418,55","568,04","577,99"
Приморский край,"Цемент тарированный, 50 кг",,,"119,52","138,36","148,81","170,14","189,39","195,98","220,66","228,35","222,35","238,87","267,83","270,59","287,48","302,16","319,82","340,89","361,14","392,6","402,6","446,19","519,81"
Приморский край,"Шифер, 10 м2",,,"622,7","626,47","775,69","940,01","1012,03","1110,74","1327,03","1404,81","1570,22","1641,45","2615,63","3250,98","3428,81","3231,89",,,,,,,
Приморский край,"Линолеум, м2",,,"181,81","207,75","214,55","211,3","211,3","218,65","270,41","322,05","320,69","356,33","366,77","415,4","407,45","422,02","441,58","446,12","493,02","497,3","533,28","625,77","810,72"
Приморский край,"Обои бумажные, 10 м",,,"71,45","73,65","78,84","72,06","71,46","82,45","84,34","91,18","98,83","104,23","117,84","129,06","137,94","164,77","193,17","190,1","199,45","205,37","215,43","229,97",
Приморский край,"Краски масляные, эмали, кг",,,"66,7","82,89","83,6","86,12","106,31","100,61","122,38","128,71","135,35","147,24","158,19","167,06","176,73","199,78","218,66","221,37","232,62","247,06","257,57","328,98","446,77"
Приморский край,"Пиломатериалы необрезные хвойных пород, м3",,,"2057,12","2341,54","2687,24","2903,57","3010,11","3645,19",,,,,,,,,,,,,,,
Приморский край,"Доска обрезная, м3",,,"3130,59","3279,29","3746,43","3922,88","4230,66","5326,98","6728,35","6887,24","7672,3","8235,58","8247,38","8287,86","8783,82","9191,93","10162,78","11110,41","11964,21","12587,79","13237,37","22351,89","21354,13"
Приморский край,"Стекло оконное листовое, м2",,,"179,92","152,07","158,4","171,8","151,82","146,15","147,32","169,93","223,61","229,46","296,23","306,12","327,26","441,46","471,81","481,44","521,69","526,56","660,82","773,7","924,54"
Приморский край,"Кирпич красный, 1000 шт.",,,"5624,11","6049,14","6928,33","8363,18","8543,37","8980,33","10422,92","10871,88","10625,79","14073,69","16027,74","15313,24","18899,3","18202,15","18307,11","18218,78","18826,35","19562,78","24628,92","32687,54","39368,16"
Приморский край,"Рубероид, 10 м",,,"184,43","204,14","211,73","239,66","261,54","278,45","326,54","365,51","377,99","446,65","491,09","504,16","526,91","539,9","526,65","485,26","478,85","496,14","473,91","633,98","757,42"
Приморский край,"Мойка из нержавеющей стали для кухни, шт.",,,,"1253,83","1334,23","1282,84","1378,5","1430,74","1752,88","1793,06","1825,81","1841,64","1882,28","1894,96","2204,73","2562,13",2903,"2904,35","2974,61","2926,62","3129,09","3477,86","4065,37"
Приморский край,"Обои виниловые, 10 м",,,,,,,"212,4","243,28","312,05","349,27","362,34","362,97","386,6","403,72","434,77","466,05","492,85","481,17","458,86","482,26","484,32","551,22","1322,64"
Приморский край,"Плитка керамическая, облицовочная для внутренних работ, м2",,,,,,,"359,21","344,12","377,7","406,11","417,35","446,09","471,68","524,38","571,57","657,16","712,12","737,41","742,88","762,76","792,78","829,8","940,97"
Приморский край,"Металлочерепица, м2",,,,,,,,,,,,"323,2","334,85","328,49","354,7","383,34","406,71","413,81","511,32","482,98","580,42","913,01","823,8"
Приморский край,"Ламинат, м2",,,,,,,,,,,,,,"678,35","783,97","913,09","858,86","851,35","858,81","876,62","897,88","1016,67","1303,13"
Приморский край,"Еврошифер, 10м2",,,,,,,,,,,,,,,,,"3132,57","2695,91","3038,59","3319,04","3416,48","4684,3","5256,88"
Приморский край,"Кольцо обручальное золотое, грамм",,,"506,59","559,97","625,01","620,35","740,79","806,22","1245,36","1385,08","1594,72","1838,95","2000,95","2038,59","2504,48","2882,29","3193,43","3252,58","3755,61","3835,57","4478,82","4899,51","6651,39"
Приморский край,"Порошкообразные чистящие средства, кг",,,,"53,63","59,33","56,94","58,25","65,38",,,,,,,,,,,,,,,
Приморский край,"Легковой автомобиль импортный подержанный, шт.",,,"160461,14","181582,69","196194,08","217197,42","222472,71","239491,61","302778,77","413437,02","443958,38","439193,07","455314,82","447776,38","504853,38","492458,78","534065,05","567381,75","593740,48","596890,55","639252,69","755615,51","979980,3"
Приморский край,"Легковой автомобиль отечественный новый, шт.",,,"157252,94","148042,48","171070,81","171220,73","190724,31","211296,4","228589,62","235614,76","247884,82","276535,76","287267,39","328912,31","380482,22","453131,79","457053,98","482686,09","517865,85","538718,71","573956,22","711049,84","823398,52"
Приморский край,"Шины для легкового автомобиля, шт.",,,,"925,51","1016,02","1237,63","1287,36","1359,94","2001,89","2669,62","2627,65","2944,94","3072,03","3161,41","3386,71","3104,11","2760,06","2753,79","2796,94","2678,74","2973,96","3604,11","4286,91"
Приморский край,"Легковой автомобиль импортный новый, шт.",,,,"837785,06","975818,78","1017261,1","735131,88","634913,68","779278,34","807338,67",839679,"886832,71","872888,76","913542,43","1111336,73","1215386,71",,,,,,,
Приморский край,"Легковой автомобиль иностранной марки, собранный  на автомобильном заводе на территории России, шт.",,,,,,,265600,280000,312000,322600,"376943,65","451238,59","486027,92","507514,8","693226,47","750758,72","726300,94",,,,,,
Приморский край,"Легковой автомобиль иностранной марки новый, шт.",,,,,,,,,,,,,,,,,,"773703,97","940606,13","1002571,85","1124695,62","1371829,95","2108482,97"
Приморский край,Бензин автомобильный,,,,,,,,,"23,93","24,79","27,95","29,82","32,56","33,64","35,74","38,12","39,39","41,45","43,65","45,28","47,89","52,23","51,7"
Приморский край,"Бензин автомобильный марки А-76 (АИ-80), л",,,"8,68","11,03","13,7","16,58","17,36","21,2",22,"23,2","25,56",,,,,,,,,,,,
Приморский край,"Бензин автомобильный марки АИ-92, л",,,"11,75","13,21","15,93","19,11","19,7","23,84","24,09","24,69","28,24","29,26","31,67","32,65","35,09","37,55","38,79","40,42","42,26","44,07","46,01","49,93","49,57"
Приморский край,"Бензин автомобильный марки АИ-95, л",,,"12,9","14,26","16,97","20,25","20,85","25,09","25,36","26,52","29,11","30,92","34,19","35,46","36,88","39,06","40,34","41,37","43,35","45,12","47,82","51,53","50,63"
Приморский край,"Дизельное топливо, л",,,,,,"18,19","18,57","22,99","24,57","23,57","27,63","30,04","34,15","36,45","37,05","38,43","39,45","44,53","47,93","49,76","51,79","58,89","64,45"
Приморский край,"Бензин автомобильной марки,АИ-98,л",,,,,,,,,,,,,,,,,,"44,44","47,33","48,17","51,68","57,4","58,55"
Приморский край,"Колдрекс, порошок 5 г, 10 пакетов",,,,,,,,,,"205,23","198,37","201,66","251,12","275,76","331,47","321,54","350,97",,,,,,
Приморский край,"Гипотиазид, 25 мг, 10 таблеток",,,,,,,,,,"48,91","45,69","50,78","51,5","51,09","52,2","49,7","49,48","50,26","50,47","49,06","47,79",,
Приморский край,"Верошпирон, 100 мг, 10 капсул",,,,,,,,,,"95,01","91,28","94,32","102,56","98,7","103,3","94,14","92,19","96,07","106,97","103,41","104,88",,
Приморский край,"Нитроглицерин, 0,5 мг, 10 таблеток",,,"6,42","5,74","3,85","3,68","3,7","4,39","6,37","8,6","10,32","11,01","11,84","11,94","13,18","13,77","14,7","13,48","14,06","14,6","14,98",,
Приморский край,"Поливитамины без минералов отечественные, 10 шт.",,,"2,81","4,24","5,3","4,51","4,04","2,99","3,31","3,6","4,4","4,36","5,37","8,08","10,68","11,4","12,17","11,44","11,58","10,99","13,1",,
Приморский край,"Отинум, капли 20%, 10 г",,,,,,,,,,"151,06","133,83",,,,,,,,,,,,
Приморский край,"Ксилометазолин (Галазолин) 0,1%, 10 мл",,,"26,14","25,41","26,08","29,77","32,32","61,68","40,35","48,59","41,64","44,21","45,21","42,55","44,96","40,79","42,98",41,"42,91","43,42","43,12","42,03","43,21"
Приморский край,"Йод, 10 мл",,,"3,58","3,94","3,98","3,98","7,71","7,38","14,34","16,06","15,03","14,84","15,63","17,14","16,93","16,53","16,93","16,32","18,21","22,24","30,78","34,4","62,49"
Приморский край,"Ампициллин, 250 мг, 10 таблеток",,,"9,78","10,71","9,48","8,82","10,56","13,05",,,,,,,,,,,,,,,
Приморский край,"Адельфан-Эзидрекс, 10 таблеток",,,,,,,,,,"22,16","38,47",,,,,,,,,,,,
Приморский край,"Ацетилсалициловая кислота (Аспирин отечественный), 500 мг, 10 таблеток",,,"1,55","1,67","1,64","1,92","2,74","2,97","3,96","6,61","6,67","5,11","4,63","4,35","4,84","6,08","6,24","5,96","6,18","6,71","8,7","12,43","18,42"
Приморский край,"Дротаверин (Но-шпа), 40 мг, 100 таблеток",,,"119,59","163,95","161,3","155,11","161,66","164,65","148,82","185,1","183,69","206,01","216,67","213,11","224,43","206,83","210,46","208,19","212,35","227,37","213,58","224,54","270,08"
Приморский край,"Валокордин, 20 мл",,,"42,62","47,15","50,08","49,7","51,14","50,9",,"75,02","71,65","75,13","95,43","92,05","114,55","163,82","160,84","162,44","177,62","182,99","192,23",,
Приморский край,"Корвалол, 25 мл",,,"5,71","5,91","9,28","9,93","9,68","9,71","15,02","14,33","12,34","13,32","16,77","17,39","18,11","20,01","22,18","21,36","27,06","26,1","28,97","35,55","46,01"
Приморский край,"Валидол, 60 мг, 10 таблеток",,,"2,93","3,14","3,33","3,81","4,23","4,46","5,8","6,61","6,17","7,54","13,47","13,89","26,05","35,65","37,11","22,41","35,16","36,69","41,98","50,56","60,09"
Приморский край,"Метамизол натрия (Анальгин отечественный), 500 мг, 10 таблеток",,,"2,59","2,7","2,6","3,56","3,26","3,1","4,11","6,19","7,07","6,85","8,3","8,97","8,88","12,58","14,57","13,83","14,01","15,08","19,42","21,69","30,63"
Приморский край,"Эналаприл, 5 мг, 10 таблеток",,,"31,36","31,92","30,51","34,36","33,1","29,94","30,98","19,53","19,68","24,97","28,03","27,54","30,14","28,58","27,52","26,4","27,23","27,14","28,78","26,96","25,9"
Приморский край,"Атенолол, 50 мг, 10 таблеток",,,"12,18","8,69","5,86","7,78","6,77","8,98","9,9","8,37","9,01",,,,,,,,,,,,
Приморский край,"Амброксол, 30 мг, 10 таблеток",,,,,,"26,05","27,78","23,53","28,19","30,01","33,2","37,16","40,45","43,22","49,74","42,72","45,07","42,49","41,99","46,6","48,61","48,98","50,67"
Приморский край,"Амоксициллин, 500 мг, 10 таблеток",,,,,,"43,74","47,16","48,6","55,97","54,13","57,53","55,19","56,84","59,44","60,14","62,89","65,14","63,33","66,08","69,99",,,
Приморский край,"Диклофенак, раствор для инъекций, 75 мг, ампула 3 мл",,,,,,"7,82","6,82","7,7","7,43","8,43","8,87",,,,,,,,,,,,
Приморский край,"Комбинированные анальгетики, 10 таблеток",,,,,,"58,73","67,07","70,6","81,92","86,09","86,93","95,48","106,92","111,62","130,54","135,11","134,27","127,49","134,89","136,42","151,76","145,18","180,14"
Приморский край,"Винпоцетин, 5 мг, 10 таблеток",,,,,,"12,64","12,26","13,5","17,59","16,93","17,29","17,49","17,17","17,32","19,8","21,16","23,06","22,51","22,3","20,42","18,88","18,81","20,52"
Приморский край,"Индапамид, 2,5 мг, 10 таблеток",,,,,,"21,17","14,57","11,91","13,51","16,7","14,51","14,25","12,79","15,15","15,49","18,66","23,34","24,33","27,5","28,42","31,78",,
Приморский край,"Панкреатин, 10 таблеток",,,,,,12,"12,01","12,8","14,24","16,38","15,39","16,19","15,65","15,01","15,82","17,55","17,24","16,29","17,7","17,25","19,99","20,38","26,51"
Приморский край,"Поливитамины с макро- и микроэлементами, 10 шт.",,,,,,"34,8","31,43","30,65","28,49","31,87","32,78","35,15","38,35","40,7","45,14","49,69","57,12","64,95","70,01","77,47","98,47",,
Приморский край,"Супрастин, 25 мг, 10 таблеток",,,,,,"38,64","38,61","41,95","48,52","65,34","66,65","67,67","69,75","69,21",73,"68,19","68,06","67,8","70,73","71,47","72,49","71,24","67,41"
Приморский край,"Троксерутин, 2% гель, 40 г",,,,,,,,,,"63,04","59,51","78,55","82,34","88,03","115,93","135,69","130,88","127,31","130,45","142,38","172,19","183,51","227,26"
Приморский край,"Флуоцинолона ацетонид, 0,025% мазь, 15 г",,,,,,,,,,"82,91","89,91","90,8","105,97","107,44","119,26","137,15","137,53","141,95","156,7","160,5","164,46","188,95","226,66"
Приморский край,"Лоратадин, 10 мг, 10 таблеток",,,,,,,,,,"165,69","158,08",,,,,,,"37,99","38,44","41,54","50,63",,
Приморский край,"Настойка пустырника, 25 мл",,,,,,,,,,"16,45","16,38","17,93","18,37","18,53","18,56","17,67","19,83","20,19","20,97","22,13","29,58",,
Приморский край,"Сеннозиды А и B, 10 таблеток",,,,,,,,,,"18,05","13,2","13,13","12,99","13,21","13,9","13,52","13,39","12,93","13,16","12,66","12,17",,
Приморский край,"Бисакодил, 5 мг, 10 таблеток",,,,,,,,,,"20,8","22,91",,,,,,,,,,,"12,74","13,38"
Приморский край,"Лоперамид, 2 мг, 10 капсул (таблеток)",,,,,,,,,,"50,19","66,79","73,51","79,73","80,37","70,71","76,44","89,28","96,41","70,46","66,09","56,48",,
Приморский край,"Смекта, порошок 3 г, 10 пакетов",,,,,,,,,,"157,68","151,87","146,42","150,19","147,97","151,82","153,99","157,22","154,16","157,5","158,24","156,27","162,09","126,14"
Приморский край,"Активированный уголь, 250 мг, 10 таблеток",,,,,,,,,,"8,63","6,33",,,,,,,,,,,"14,54","18,29"
Приморский край,"Алмагель, суспензия, 200 мл",,,,,,,,,,"123,95","149,57","165,97","169,68","180,44","242,11","253,27","295,5","308,42","330,77","334,71","347,01","372,51","427,73"
Приморский край,"Ренни, 12 таблеток",,,,,,,,,,"92,01","91,29","96,83","103,34","121,75","150,97","150,92","168,57","176,21","192,72","199,75",208,,
Приморский край,"Сульфацетамид, 20%, 5 мл",,,,,,,,,,"56,17","43,2","38,17","35,39","53,25","71,13","99,84","95,39","50,36","40,2","47,35","63,91","75,74","99,32"
Приморский край,"Офтан катахром, 10 мл",,,,,,,,,,"203,25","166,63","172,44","178,14","201,75","275,53","366,91","413,3","403,47","417,63","438,4","458,28",,
Приморский край,"Тимолол, капли глазные 0,25%, 5 мл",,,,,,,,,,"40,39","38,44",,,,,,,,,,,,
Приморский край,"Фалиминт, 25 мг, 10 драже",,,,,,,,,,"55,19","64,8",,,,,,,,,,,,
Приморский край,"Стрепсилс, таблетки для рассасывания, 10 таблеток",,,,,,,,,,"45,03","46,81","55,65","65,75","67,05","86,11","89,74","90,69",,,,,,
Приморский край,"Гепарин натрия 1000 МЕ/г, гель, 50 г",,,,,,,,,,"266,32","288,03","315,64","320,58","312,21","378,54","401,67","404,22","453,66","488,5","523,99","590,39",,
Приморский край,"Бисопролол, 10 мг, 10 таблеток",,,,,,,,,,,,"90,09","92,25","91,15","85,37","87,85","94,12","80,51","79,21","84,12","86,08","84,52","89,65"
Приморский край,"Линекс, 10 капсул",,,,,,,,,,,,"165,17","164,71","178,77","211,04","222,54","184,85","198,59","232,37","253,13","360,54",,
Приморский край,"Эссенциале форте Н, 300 мг, 10 капсул",,,,,,,,,,,,"180,33","187,63","187,24","219,11","252,38","265,33","263,31","235,09","217,45","221,48","233,69","267,89"
Приморский край,"Бромгексин, 8 мг, 10 драже",,,,,,,,,,,,"20,81","23,26","30,7","42,11","42,39","48,37","47,3","45,47","47,08","48,14",,
Приморский край,"Нимесулид, 100 мг, 10 таблеток",,,,,,,,,,,,"56,55","57,76","65,21","88,45","91,47","90,61","90,22","91,22","95,54","97,25","109,51","118,57"
Приморский край,"Глицин, 100 мг, 50 таблеток",,,,,,,,,,,,"32,32","33,61","36,1","37,48","36,74","38,23","33,13","35,96","37,13","36,9","40,09","53,03"
Приморский край,"Таурин, 4%, 5мл",,,,,,,,,,,,"26,01","25,87","25,65","25,96","30,74","32,45","30,52","27,31","28,1","34,07",34,"46,86"
Приморский край,"Кетопрофен, 2,5% гель, 30 г",,,,,,,,,,,,"104,51","119,43","127,97","140,66","155,85","131,23","123,89","135,49","153,72","225,22",,
Приморский край,"Левомеколь, мазь, 40 г",,,,,,,,,,,,"80,84","95,15","98,75","112,36","150,18","144,99","141,08","141,82","157,03","175,11","187,99","227,32"
Приморский край,"Аллохол, 50 таблеток",,,,,,,,,,,,"80,58","73,58","76,52","73,69","86,82","71,18","63,52","66,11","66,05","81,1","82,29","100,25"
Приморский край,"Диазолин, 100 мг, 10 драже",,,,,,,,,,,,"53,27","50,59","56,92","73,56","85,19","90,19",,,,,,
Приморский край,"Машина швейная, шт.",,,"3870,83","5710,1","5501,29","5632,53",,"4590,97","5212,45","6172,08","6202,21","6063,99","6300,21","6575,41","9328,14","11121,64","11657,18","11301,44","11019,67","11219,14","11198,31","12593,23","13092,98"
Приморский край,"Корригирующие очки, шт.",,,,"460,28","332,71","355,23","383,03","402,71","417,29","536,1","596,9","625,8","676,01","707,39","815,4","1034,11","1345,42","1436,01","1496,38","1482,64","1596,07","1809,41","1777,5"
Приморский край,"Термометр медицинский ртутный, шт.",,,,"20,44","27,23","23,94","22,92","20,24","24,43","27,89","28,1","34,11","38,91","37,85","42,95","80,35","77,74","68,69","71,29","75,82",,,
Приморский край,"Аппарат для измерения артериального давления электронный, шт.",,,,"1589,99","1548,29","1609,66","1313,35","1161,94","1105,92","1187,34","1173,87","1262,98","1248,11","1257,22",1464,"2222,03","2287,2","2195,11","2275,59","2363,36","2610,34","2590,35","2809,11"
Приморский край,"Термометр медицинский электронный стандартный,шт.",,,,,,,,,,,,,,,,,,"282,73","279,48","281,76","357,54","345,93","379,72"
Приморский край,"Бинт, шт.",,,"3,19","4,25","5,25","5,16","5,55","5,64","7,13","7,7","8,93","11,26","13,18","13,53","14,19","13,86","17,1","17,31","19,04","20,06","24,67","28,25","44,3"
Приморский край,"Вата отечественная, 100 г",,,"14,04","13,83","15,5","17,15","18,66","21,18","24,66","27,86","30,75","37,47","41,77","41,69","45,32","47,63","54,02","53,11","55,29","64,53","72,51","85,4","97,87"
Приморский край,"Уголь, т",,,"661,58","655,28","770,28","981,56","1107,15","1254,54","1401,38","1401,38","1431,68","1431,68","2014,4","2255,79","3036,32","3026,32","3146,92","2715,83","2880,37","2386,71","2483,17","2742,05","3018,85"
Приморский край,"Дрова, м3",,,"525,83","513,85","349,81","817,51","404,94","510,98","606,5","606,5","636,83","636,83","675,04","756,04","756,04","756,04","799,89","839,88","875,99","916,28","957,51","995,81","2315,18"
Приморский край,"Свежесрезанные цветы, шт.",,,,,,"49,07","52,87","62,16","67,34","76,89","81,64","82,91","82,58","87,44","113,88","117,18","116,08","117,25","124,18","125,21","148,41","175,98","194,83"
Приморский край,"Земля для растений, л",,,,,,"9,16","11,05","10,33","10,73","12,05","13,1","13,74","14,35","14,6","15,77","16,09","17,14","19,65","19,75","19,49","20,37","19,63","24,01"
Приморский край,"Лопата садовая, шт.",,,,,,,,,"158,72","157,58","161,77","175,01","178,88","222,5","279,49","276,69","295,03","314,27","342,13","345,48","353,5","426,17","550,19"
Приморский край,"Сухие корма для домашних животных, кг",,,,,,,,,,,,"146,12","153,99","168,74","170,53","199,29","221,3","237,85","239,53","254,07","253,89","266,39","397,47"
Приморский край,"Постановка набоек, пара",,,"76,66","98,65","117,99","138,33","155,74","172,4","199,55","221,72","244,03","250,83","262,07","279,51","297,92","309,94","339,83","368,97","389,81","431,09","447,58","473,74","508,62"
Приморский край,"Ремонт брюк из всех видов тканей, один вид работы",,,"67,8","81,44","101,87","123,85","141,8","160,12","239,32","263,38","269,53","307,6","312,83","319,62","342,72","346,7","353,28","368,2","370,1","383,87","403,88","451,07","570,85"
Приморский край,"Пошив женского платья, шт.",,,"586,02","706,2","852,96","991,68","1181,18","1454,38","2398,42","2905,32","3375,66","3714,39","4087,59","3863,62","3964,11","4112,77",,,,,,,
Приморский край,"Ремонт холодильников всех марок, один вид работы",,,"210,87","240,01","298,16","344,75","381,4","467,95","989,85","1098,85","1358,11","1421,44","1505,64","1280,04","1265,72","1340,28","1362,3","1490,89","1560,54","1577,79","1531,2","1626,83","2094,3"
Приморский край,"Ремонт часов наручных механических, услуга",,,"83,46","105,91","112,65","131,25","145,93","155,56",,,,,,,,,,,,,,,
Приморский край,"Помывка в бане в общем отделении, билет",,,"47,03","67,04","93,73","108,23","123,41","149,17","166,33","223,26","237,27","259,39","286,35","301,9","319,63","325,11","332,97","346,37","351,26","362,91","376,51","388,92","453,88"
Приморский край,"Стрижка модельная в женском зале, стрижка",,,"89,29","111,57","150,27","178,09","184,41","225,54","264,26","288,15","300,28","358,07","386,96","421,51","487,74","562,13","572,98","574,91","587,42","638,89","676,64","718,65","782,92"
